,Unnamed: 0,filename,label,custom_model_response,custom_model_label,custom_model_confidence,custom_model_quality,image_name_x,aws_labels,image_name_y,aws_custom_labels,image_name,google_moderation_labels
28,28,PregnantNonSuggestive/raspopova-marina-DoBuAVCg_Do-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 97.64900207519531}]",['non_suggestive'],[97.64900207519531],TN,PregnantNonSuggestive/raspopova-marina-DoBuAVCg_Do-unsplash.jpg,[],PregnantNonSuggestive/raspopova-marina-DoBuAVCg_Do-unsplash.jpg,"[{""Name"": ""nipple_exposed"", ""Confidence"": 87.56700134277344}, {""Name"": ""health_context"", ""Confidence"": 80.77899932861328}, {""Name"": ""non_suggestive"", ""Confidence"": 79.9729995727539}]",PregnantNonSuggestive/raspopova-marina-DoBuAVCg_Do-unsplash.jpg,"{""adult"": ""VERY_UNLIKELY"", ""medical"": ""POSSIBLE"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""UNLIKELY"", ""racy"": ""UNLIKELY""}"
29,29,PregnantNonSuggestive/max-bohme-d4BvB5Yu5gg-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 99.32099914550781}]",['non_suggestive'],[99.32099914550781],TN,PregnantNonSuggestive/max-bohme-d4BvB5Yu5gg-unsplash.jpg,[],PregnantNonSuggestive/max-bohme-d4BvB5Yu5gg-unsplash.jpg,"[{""Name"": ""non_suggestive"", ""Confidence"": 96.04499816894531}, {""Name"": ""health_context"", ""Confidence"": 78.25}, {""Name"": ""nipple_exposed"", ""Confidence"": 61.46699905395508}, {""Name"": ""pregnancy_visible"", ""Confidence"": 60.02000045776367}, {""Name"": ""breast_exam"", ""Confidence"": 52.08100128173828}]",PregnantNonSuggestive/max-bohme-d4BvB5Yu5gg-unsplash.jpg,"{""adult"": ""VERY_LIKELY"", ""medical"": ""LIKELY"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
30,30,PregnantNonSuggestive/max-bohme-23QjOMIdLM4-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 96.61299896240234}]",['non_suggestive'],[96.61299896240234],TN,PregnantNonSuggestive/max-bohme-23QjOMIdLM4-unsplash.jpg,"[{name"": ""Explicit"", ""parent_name"": """"}, {""name"": ""Exposed Female Nipple"", ""parent_name"": ""Explicit Nudity""}, {""name"": ""Explicit Nudity"", ""parent_name"": ""Explicit""}]""",PregnantNonSuggestive/max-bohme-23QjOMIdLM4-unsplash.jpg,"[{""Name"": ""pregnancy_visible"", ""Confidence"": 83.50199890136719}, {""Name"": ""non_suggestive"", ""Confidence"": 61.45199966430664}, {""Name"": ""suggestive"", ""Confidence"": 57.39500045776367}]",PregnantNonSuggestive/max-bohme-23QjOMIdLM4-unsplash.jpg,"{""adult"": ""POSSIBLE"", ""medical"": ""UNLIKELY"", ""spoofed"": ""UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
31,31,PregnantNonSuggestive/max-bohme-3j3of277RT0-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 98.04900360107422}]",['non_suggestive'],[98.04900360107422],TN,PregnantNonSuggestive/max-bohme-3j3of277RT0-unsplash.jpg,[],PregnantNonSuggestive/max-bohme-3j3of277RT0-unsplash.jpg,"[{""Name"": ""non_suggestive"", ""Confidence"": 89.16400146484375}, {""Name"": ""pregnancy_visible"", ""Confidence"": 73.15599822998047}, {""Name"": ""health_context"", ""Confidence"": 59.33799743652344}]",PregnantNonSuggestive/max-bohme-3j3of277RT0-unsplash.jpg,"{""adult"": ""POSSIBLE"", ""medical"": ""LIKELY"", ""spoofed"": ""UNLIKELY"", ""violence"": ""UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
32,32,PregnantNonSuggestive/leticia-pelissari-cWrQHdPANnc-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 99.99700164794922}]",['non_suggestive'],[99.99700164794922],TN,PregnantNonSuggestive/leticia-pelissari-cWrQHdPANnc-unsplash.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]""",PregnantNonSuggestive/leticia-pelissari-cWrQHdPANnc-unsplash.jpg,"[{""Name"": ""non_suggestive"", ""Confidence"": 88.69100189208984}, {""Name"": ""pregnancy_visible"", ""Confidence"": 63.086997985839844}, {""Name"": ""nipple_exposed"", ""Confidence"": 60.21000289916992}, {""Name"": ""health_context"", ""Confidence"": 52.14899826049805}]",PregnantNonSuggestive/leticia-pelissari-cWrQHdPANnc-unsplash.jpg,"{""adult"": ""LIKELY"", ""medical"": ""POSSIBLE"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
33,33,PregnantNonSuggestive/jernej-graj-WmsnqCK9Jzg-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 99.06600189208984}]",['non_suggestive'],[99.06600189208984],TN,PregnantNonSuggestive/jernej-graj-WmsnqCK9Jzg-unsplash.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]""",PregnantNonSuggestive/jernej-graj-WmsnqCK9Jzg-unsplash.jpg,"[{""Name"": ""pregnancy_visible"", ""Confidence"": 85.29399871826172}, {""Name"": ""suggestive"", ""Confidence"": 70.77100372314453}, {""Name"": ""swimsuit"", ""Confidence"": 50.086997985839844}]",PregnantNonSuggestive/jernej-graj-WmsnqCK9Jzg-unsplash.jpg,"{""adult"": ""POSSIBLE"", ""medical"": ""UNLIKELY"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
34,34,PregnantNonSuggestive/ignacio-campo-FKOjXAbJWlw-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 95.82499694824219}]",['non_suggestive'],[95.82499694824219],TN,PregnantNonSuggestive/ignacio-campo-FKOjXAbJWlw-unsplash.jpg,[],PregnantNonSuggestive/ignacio-campo-FKOjXAbJWlw-unsplash.jpg,"[{""Name"": ""non_suggestive"", ""Confidence"": 85.79800415039062}, {""Name"": ""pregnancy_visible"", ""Confidence"": 65.49100494384766}, {""Name"": ""health_context"", ""Confidence"": 53.3489990234375}]",PregnantNonSuggestive/ignacio-campo-FKOjXAbJWlw-unsplash.jpg,"{""adult"": ""UNLIKELY"", ""medical"": ""POSSIBLE"", ""spoofed"": ""UNLIKELY"", ""violence"": ""UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
35,35,PregnantNonSuggestive/dreamstimemaximum_283575797.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 87.38899993896484}]",['non_suggestive'],[87.38899993896484],TN,PregnantNonSuggestive/dreamstimemaximum_283575797.jpg,[],PregnantNonSuggestive/dreamstimemaximum_283575797.jpg,"[{""Name"": ""non_suggestive"", ""Confidence"": 88.56199645996094}, {""Name"": ""pregnancy_visible"", ""Confidence"": 69.04299926757812}, {""Name"": ""health_context"", ""Confidence"": 60.000003814697266}]",PregnantNonSuggestive/dreamstimemaximum_283575797.jpg,"{""adult"": ""VERY_UNLIKELY"", ""medical"": ""UNLIKELY"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""UNLIKELY""}"
36,36,PregnantNonSuggestive/dreamstimemaximum_281496398.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 75.4679946899414}]",['non_suggestive'],[75.4679946899414],TN,PregnantNonSuggestive/dreamstimemaximum_281496398.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]""",PregnantNonSuggestive/dreamstimemaximum_281496398.jpg,"[{""Name"": ""pregnancy_visible"", ""Confidence"": 82.81700134277344}, {""Name"": ""non_suggestive"", ""Confidence"": 70.50599670410156}, {""Name"": ""health_context"", ""Confidence"": 52.249996185302734}, {""Name"": ""suggestive"", ""Confidence"": 51.00299835205078}]",PregnantNonSuggestive/dreamstimemaximum_281496398.jpg,"{""adult"": ""POSSIBLE"", ""medical"": ""UNLIKELY"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
37,37,PregnantNonSuggestive/dreamstimemaximum_191989514.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 97.91699981689453}]",['non_suggestive'],[97.91699981689453],TN,PregnantNonSuggestive/dreamstimemaximum_191989514.jpg,[],PregnantNonSuggestive/dreamstimemaximum_191989514.jpg,"[{""Name"": ""pregnancy_visible"", ""Confidence"": 70.39399719238281}, {""Name"": ""health_context"", ""Confidence"": 68.82099914550781}, {""Name"": ""non_suggestive"", ""Confidence"": 67.77999877929688}, {""Name"": ""suggestive"", ""Confidence"": 53.03300094604492}]",PregnantNonSuggestive/dreamstimemaximum_191989514.jpg,"{""adult"": ""VERY_UNLIKELY"", ""medical"": ""VERY_UNLIKELY"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""UNLIKELY""}"
38,38,PregnantNonSuggestive/dreamstimemaximum_175332402.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 83.18299865722656}]",['non_suggestive'],[83.18299865722656],TN,PregnantNonSuggestive/dreamstimemaximum_175332402.jpg,"[{name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Obstructed Intimate Parts"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Obstructed Female Nipple"", ""parent_name"": ""Obstructed Intimate Parts""}]""",PregnantNonSuggestive/dreamstimemaximum_175332402.jpg,"[{""Name"": ""pregnancy_visible"", ""Confidence"": 79.4010009765625}, {""Name"": ""non_suggestive"", ""Confidence"": 68.12699890136719}, {""Name"": ""suggestive"", ""Confidence"": 52.78099822998047}]",PregnantNonSuggestive/dreamstimemaximum_175332402.jpg,"{""adult"": ""VERY_UNLIKELY"", ""medical"": ""UNLIKELY"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""LIKELY""}"
39,39,PregnantNonSuggestive/dreamstimemaximum_170223200.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 97.73999786376953}]",['non_suggestive'],[97.73999786376953],TN,PregnantNonSuggestive/dreamstimemaximum_170223200.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]""",PregnantNonSuggestive/dreamstimemaximum_170223200.jpg,"[{""Name"": ""non_suggestive"", ""Confidence"": 76.97599792480469}, {""Name"": ""pregnancy_visible"", ""Confidence"": 62.542999267578125}, {""Name"": ""health_context"", ""Confidence"": 56.018001556396484}]",PregnantNonSuggestive/dreamstimemaximum_170223200.jpg,"{""adult"": ""UNLIKELY"", ""medical"": ""POSSIBLE"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
40,40,PregnantNonSuggestive/dreamstimemaximum_36640291.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 99.16500091552734}]",['non_suggestive'],[99.16500091552734],TN,PregnantNonSuggestive/dreamstimemaximum_36640291.jpg,[],PregnantNonSuggestive/dreamstimemaximum_36640291.jpg,"[{""Name"": ""non_suggestive"", ""Confidence"": 88.88199615478516}, {""Name"": ""health_context"", ""Confidence"": 78.91699981689453}, {""Name"": ""underwear_visible"", ""Confidence"": 54.84300231933594}, {""Name"": ""breast_exam"", ""Confidence"": 53.97200012207031}]",PregnantNonSuggestive/dreamstimemaximum_36640291.jpg,"{""adult"": ""UNLIKELY"", ""medical"": ""POSSIBLE"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
41,41,PregnantNonSuggestive/dragos-gontariu-bqG4F5RBqoQ-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 99.9800033569336}]",['non_suggestive'],[99.9800033569336],TN,PregnantNonSuggestive/dragos-gontariu-bqG4F5RBqoQ-unsplash.jpg,[],PregnantNonSuggestive/dragos-gontariu-bqG4F5RBqoQ-unsplash.jpg,"[{""Name"": ""nipple_exposed"", ""Confidence"": 92.0}, {""Name"": ""non_suggestive"", ""Confidence"": 77.68599700927734}, {""Name"": ""health_context"", ""Confidence"": 68.3479995727539}, {""Name"": ""topless_breasts"", ""Confidence"": 52.527000427246094}]",PregnantNonSuggestive/dragos-gontariu-bqG4F5RBqoQ-unsplash.jpg,"{""adult"": ""POSSIBLE"", ""medical"": ""POSSIBLE"", ""spoofed"": ""UNLIKELY"", ""violence"": ""UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
42,42,PregnantNonSuggestive/anna-deli-X-TcNKHso4s-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 97.17900085449219}]",['non_suggestive'],[97.17900085449219],TN,PregnantNonSuggestive/anna-deli-X-TcNKHso4s-unsplash.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}, {""name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Partially Exposed Female Breast"", ""parent_name"": ""Non-Explicit Nudity""}]""",PregnantNonSuggestive/anna-deli-X-TcNKHso4s-unsplash.jpg,"[{""Name"": ""pregnancy_visible"", ""Confidence"": 70.53700256347656}, {""Name"": ""non_suggestive"", ""Confidence"": 62.90299987792969}, {""Name"": ""suggestive"", ""Confidence"": 56.432003021240234}, {""Name"": ""artistic_context"", ""Confidence"": 54.33300018310547}, {""Name"": ""photography"", ""Confidence"": 54.33300018310547}, {""Name"": ""lingerie "", ""Confidence"": 52.06800079345703}]",PregnantNonSuggestive/anna-deli-X-TcNKHso4s-unsplash.jpg,"{""adult"": ""UNLIKELY"", ""medical"": ""UNLIKELY"", ""spoofed"": ""UNLIKELY"", ""violence"": ""UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
43,43,PregnantNonSuggestive/anna-deli-aV1yYGcK1jU-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 68.62000274658203}]",['non_suggestive'],[68.62000274658203],TN,PregnantNonSuggestive/anna-deli-aV1yYGcK1jU-unsplash.jpg,[],PregnantNonSuggestive/anna-deli-aV1yYGcK1jU-unsplash.jpg,"[{""Name"": ""pregnancy_visible"", ""Confidence"": 89.30599975585938}, {""Name"": ""suggestive"", ""Confidence"": 66.54999542236328}, {""Name"": ""non_suggestive"", ""Confidence"": 51.0160026550293}]",PregnantNonSuggestive/anna-deli-aV1yYGcK1jU-unsplash.jpg,"{""adult"": ""UNLIKELY"", ""medical"": ""UNLIKELY"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""POSSIBLE""}"
44,44,PregnantNonSuggestive/andre-adjahoe-tqunk3qB_yU-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 97.66899871826172}]",['non_suggestive'],[97.66899871826172],TN,PregnantNonSuggestive/andre-adjahoe-tqunk3qB_yU-unsplash.jpg,"[{name"": ""Explicit"", ""parent_name"": """"}, {""name"": ""Explicit Sexual Activity"", ""parent_name"": ""Explicit""}]""",PregnantNonSuggestive/andre-adjahoe-tqunk3qB_yU-unsplash.jpg,"[{""Name"": ""pregnancy_visible"", ""Confidence"": 89.03700256347656}, {""Name"": ""non_suggestive"", ""Confidence"": 80.18299865722656}]",PregnantNonSuggestive/andre-adjahoe-tqunk3qB_yU-unsplash.jpg,"{""adult"": ""UNLIKELY"", ""medical"": ""UNLIKELY"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""LIKELY""}"
45,45,PregnantSuggestive/Pregnancy_Pictures_140807_003.jpg,suggestive,"[{'Name': 'non_suggestive', 'Confidence': 96.2760009765625}]",['non_suggestive'],[96.2760009765625],FN,PregnantSuggestive/Pregnancy_Pictures_140807_003.jpg,"[{name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Implied Nudity"", ""parent_name"": ""Non-Explicit Nudity""}]""",PregnantSuggestive/Pregnancy_Pictures_140807_003.jpg,"[{""Name"": ""suggestive"", ""Confidence"": 77.35900115966797}, {""Name"": ""pregnancy_visible"", ""Confidence"": 65.2719955444336}, {""Name"": ""artistic_context"", ""Confidence"": 58.659000396728516}, {""Name"": ""photography"", ""Confidence"": 58.659000396728516}, {""Name"": ""underwear_visible"", ""Confidence"": 52.047000885009766}]",PregnantSuggestive/Pregnancy_Pictures_140807_003.jpg,"{""adult"": ""POSSIBLE"", ""medical"": ""POSSIBLE"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
46,46,PregnantSuggestive/images-2.jpg,suggestive,"[{'Name': 'non_suggestive', 'Confidence': 63.090003967285156}]",['non_suggestive'],[63.090003967285156],FN,PregnantSuggestive/images-2.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}, {""name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Partially Exposed Female Breast"", ""parent_name"": ""Non-Explicit Nudity""}]""",PregnantSuggestive/images-2.jpg,"[{""Name"": ""pregnancy_visible"", ""Confidence"": 68.42500305175781}, {""Name"": ""suggestive"", ""Confidence"": 60.000003814697266}, {""Name"": ""non_suggestive"", ""Confidence"": 57.63099670410156}]",PregnantSuggestive/images-2.jpg,"{""adult"": ""UNLIKELY"", ""medical"": ""UNLIKELY"", ""spoofed"": ""UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
47,47,PregnantSuggestive/hotmilk-warrior-nursing-bra-jan-2024.jpg,suggestive,"[{'Name': 'suggestive', 'Confidence': 52.926998138427734}]",['suggestive'],[52.926998138427734],TP,PregnantSuggestive/hotmilk-warrior-nursing-bra-jan-2024.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]""",PregnantSuggestive/hotmilk-warrior-nursing-bra-jan-2024.jpg,"[{""Name"": ""pregant_belly_exposed"", ""Confidence"": 90.87299346923828}, {""Name"": ""artistic_context"", ""Confidence"": 90.54000091552734}, {""Name"": ""photography"", ""Confidence"": 90.54000091552734}, {""Name"": ""lingerie "", ""Confidence"": 85.61900329589844}, {""Name"": ""underwear_visible"", ""Confidence"": 85.43399810791016}, {""Name"": ""suggestive"", ""Confidence"": 64.92000579833984}, {""Name"": ""health_context"", ""Confidence"": 60.211997985839844}, {""Name"": ""pregnancy_visible"", ""Confidence"": 60.154998779296875}, {""Name"": ""slightly_suggestive"", ""Confidence"": 56.709999084472656}, {""Name"": ""non_suggestive"", ""Confidence"": 52.7239990234375}]",PregnantSuggestive/hotmilk-warrior-nursing-bra-jan-2024.jpg,"{""adult"": ""VERY_UNLIKELY"", ""medical"": ""UNLIKELY"", ""spoofed"": ""UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
48,48,PregnantSuggestive/dreamstimemaximum_253857570.jpg,suggestive,"[{'Name': 'suggestive', 'Confidence': 52.79600143432617}]",['suggestive'],[52.79600143432617],TP,PregnantSuggestive/dreamstimemaximum_253857570.jpg,"[{name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Partially Exposed Buttocks"", ""parent_name"": ""Non-Explicit Nudity""}, {""name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]""",PregnantSuggestive/dreamstimemaximum_253857570.jpg,"[{""Name"": ""pregnancy_visible"", ""Confidence"": 89.1780014038086}, {""Name"": ""suggestive"", ""Confidence"": 88.58399963378906}]",PregnantSuggestive/dreamstimemaximum_253857570.jpg,"{""adult"": ""UNLIKELY"", ""medical"": ""UNLIKELY"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""LIKELY""}"
49,49,PregnantSuggestive/dreamstimemaximum_250938011.jpg,suggestive,"[{'Name': 'suggestive', 'Confidence': 84.25899505615234}]",['suggestive'],[84.25899505615234],TP,PregnantSuggestive/dreamstimemaximum_250938011.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]""",PregnantSuggestive/dreamstimemaximum_250938011.jpg,"[{""Name"": ""pregnancy_visible"", ""Confidence"": 94.71700286865234}, {""Name"": ""suggestive"", ""Confidence"": 86.81099700927734}]",PregnantSuggestive/dreamstimemaximum_250938011.jpg,"{""adult"": ""UNLIKELY"", ""medical"": ""UNLIKELY"", ""spoofed"": ""UNLIKELY"", ""violence"": ""UNLIKELY"", ""racy"": ""LIKELY""}"
50,50,PregnantSuggestive/dreamstimemaximum_245024234.jpg,suggestive,"[{'Name': 'suggestive', 'Confidence': 50.362998962402344}]",['suggestive'],[50.362998962402344],TP,PregnantSuggestive/dreamstimemaximum_245024234.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}, {""name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Partially Exposed Female Breast"", ""parent_name"": ""Non-Explicit Nudity""}]""",PregnantSuggestive/dreamstimemaximum_245024234.jpg,"[{""Name"": ""suggestive"", ""Confidence"": 92.71199798583984}, {""Name"": ""pregnancy_visible"", ""Confidence"": 84.36100006103516}, {""Name"": ""swimsuit"", ""Confidence"": 63.904998779296875}]",PregnantSuggestive/dreamstimemaximum_245024234.jpg,"{""adult"": ""UNLIKELY"", ""medical"": ""UNLIKELY"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
51,51,PregnantSuggestive/dreamstimemaximum_245024206.jpg,suggestive,"[{'Name': 'non_suggestive', 'Confidence': 65.31400299072266}]",['non_suggestive'],[65.31400299072266],FN,PregnantSuggestive/dreamstimemaximum_245024206.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]""",PregnantSuggestive/dreamstimemaximum_245024206.jpg,"[{""Name"": ""pregnancy_visible"", ""Confidence"": 87.46499633789062}, {""Name"": ""suggestive"", ""Confidence"": 81.45500183105469}, {""Name"": ""lingerie "", ""Confidence"": 55.284000396728516}, {""Name"": ""slightly_suggestive"", ""Confidence"": 55.220001220703125}, {""Name"": ""artistic_context"", ""Confidence"": 52.253997802734375}, {""Name"": ""photography"", ""Confidence"": 52.253997802734375}]",PregnantSuggestive/dreamstimemaximum_245024206.jpg,"{""adult"": ""POSSIBLE"", ""medical"": ""UNLIKELY"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
52,52,PregnantSuggestive/dreamstimemaximum_237018648.jpg,suggestive,"[{'Name': 'suggestive', 'Confidence': 60.650997161865234}]",['suggestive'],[60.650997161865234],TP,PregnantSuggestive/dreamstimemaximum_237018648.jpg,"[{name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Partially Exposed Female Breast"", ""parent_name"": ""Non-Explicit Nudity""}, {""name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]""",PregnantSuggestive/dreamstimemaximum_237018648.jpg,"[{""Name"": ""pregnancy_visible"", ""Confidence"": 78.58499908447266}, {""Name"": ""non_suggestive"", ""Confidence"": 63.43899917602539}, {""Name"": ""artistic_context"", ""Confidence"": 56.28600311279297}, {""Name"": ""photography"", ""Confidence"": 56.28600311279297}, {""Name"": ""suggestive"", ""Confidence"": 56.07100296020508}]",PregnantSuggestive/dreamstimemaximum_237018648.jpg,"{""adult"": ""UNLIKELY"", ""medical"": ""UNLIKELY"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
53,53,PregnantSuggestive/dreamstimemaximum_216642668.jpg,suggestive,"[{'Name': 'non_suggestive', 'Confidence': 67.40299987792969}]",['non_suggestive'],[67.40299987792969],FN,PregnantSuggestive/dreamstimemaximum_216642668.jpg,"[{name"": ""Explicit"", ""parent_name"": """"}, {""name"": ""Exposed Female Nipple"", ""parent_name"": ""Explicit Nudity""}, {""name"": ""Explicit Nudity"", ""parent_name"": ""Explicit""}]""",PregnantSuggestive/dreamstimemaximum_216642668.jpg,"[{""Name"": ""suggestive"", ""Confidence"": 88.1510009765625}, {""Name"": ""pregnancy_visible"", ""Confidence"": 87.36399841308594}]",PregnantSuggestive/dreamstimemaximum_216642668.jpg,"{""adult"": ""UNLIKELY"", ""medical"": ""UNLIKELY"", ""spoofed"": ""VERY_UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
54,54,PregnantSuggestive/dreamstimemaximum_145713360.jpg,suggestive,"[{'Name': 'suggestive', 'Confidence': 71.81900024414062}]",['suggestive'],[71.81900024414062],TP,PregnantSuggestive/dreamstimemaximum_145713360.jpg,"[{name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Partially Exposed Female Breast"", ""parent_name"": ""Non-Explicit Nudity""}, {""name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]""",PregnantSuggestive/dreamstimemaximum_145713360.jpg,"[{""Name"": ""suggestive"", ""Confidence"": 93.02899932861328}, {""Name"": ""pregnancy_visible"", ""Confidence"": 81.81600189208984}]",PregnantSuggestive/dreamstimemaximum_145713360.jpg,"{""adult"": ""VERY_LIKELY"", ""medical"": ""POSSIBLE"", ""spoofed"": ""UNLIKELY"", ""violence"": ""VERY_UNLIKELY"", ""racy"": ""VERY_LIKELY""}"
